data,hora,radiacao_global
2023-03-03,0200 UTC,
2023-03-03,0300 UTC,
2023-03-03,0400 UTC,5.0
2023-03-03,0500 UTC,
2023-03-03,0600 UTC,
2023-03-03,0700 UTC,
2023-03-03,0800 UTC,
2023-03-03,0900 UTC,
2023-03-03,1000 UTC,
2023-03-03,1100 UTC,
2023-03-03,1200 UTC,
2023-03-03,1300 UTC,
2023-03-03,1400 UTC,
2023-03-03,1500 UTC,
2023-03-03,1600 UTC,
2023-03-03,1700 UTC,352.0
2023-03-03,1800 UTC,
2023-03-03,1900 UTC,
2023-03-03,2000 UTC,194.0
2023-03-03,2100 UTC,
2023-03-03,2200 UTC,
2023-03-03,2300 UTC,
2023-03-04,0000 UTC,
2023-03-04,0100 UTC,
2023-03-04,0200 UTC,
2023-03-04,0300 UTC,
2023-03-04,0400 UTC,
2023-03-04,0500 UTC,
2023-03-04,0600 UTC,
2023-03-04,0700 UTC,
2023-03-04,0800 UTC,
2023-03-04,0900 UTC,
2023-03-04,1000 UTC,
2023-03-04,1100 UTC,
2023-03-04,1200 UTC,
2023-03-04,1300 UTC,
2023-03-04,1400 UTC,
2023-03-04,1500 UTC,
2023-03-04,1600 UTC,
2023-03-04,1800 UTC,
2023-03-04,1900 UTC,
2023-03-04,2000 UTC,
2023-03-04,2100 UTC,
2023-03-05,0900 UTC,
2023-03-05,1000 UTC,
2023-03-05,1100 UTC,
2023-03-05,1200 UTC,
2023-03-05,1300 UTC,
2023-03-05,1400 UTC,
2023-03-05,1500 UTC,
2023-03-05,1600 UTC,
2023-03-05,1700 UTC,
2023-03-05,1800 UTC,2013.0
2023-03-05,1900 UTC,
2023-03-05,2000 UTC,
2023-03-05,2100 UTC,
2023-03-06,0900 UTC,
2023-03-06,1000 UTC,
2023-03-06,1100 UTC,
2023-03-06,1200 UTC,1247.0
2023-03-06,1300 UTC,
2023-03-06,1400 UTC,
2023-03-06,1500 UTC,
2023-03-06,1600 UTC,
2023-03-06,1700 UTC,
2023-03-06,1800 UTC,
2023-03-06,1900 UTC,
2023-03-06,2000 UTC,
2023-03-06,2100 UTC,
2023-03-07,0900 UTC,
2023-03-07,1000 UTC,
2023-03-07,1100 UTC,
2023-03-07,1200 UTC,846.0
2023-03-07,1300 UTC,
2023-03-07,1400 UTC,
2023-03-07,1500 UTC,
2023-03-07,1600 UTC,
2023-03-07,1800 UTC,
2023-03-07,1900 UTC,
2023-03-07,2000 UTC,
2023-03-07,2100 UTC,
2023-03-08,0900 UTC,
2023-03-08,1000 UTC,
2023-03-08,1100 UTC,
2023-03-08,1200 UTC,1777.0
2023-03-08,1300 UTC,
2023-03-08,1400 UTC,
2023-03-08,1500 UTC,
2023-03-08,1600 UTC,
2023-03-08,1700 UTC,
2023-03-08,1800 UTC,
2023-03-08,1900 UTC,
2023-03-08,2000 UTC,
2023-03-08,2100 UTC,
2023-03-09,0900 UTC,
2023-03-09,1000 UTC,
2023-03-09,1100 UTC,
2023-03-09,1200 UTC,
2023-03-09,1300 UTC,
2023-03-09,1400 UTC,
2023-03-09,1500 UTC,
2023-03-09,1600 UTC,
2023-03-09,1700 UTC,
2023-03-09,1800 UTC,
2023-03-09,1900 UTC,
2023-03-09,2000 UTC,
2023-03-09,2100 UTC,
2023-03-10,0900 UTC,
2023-03-10,1000 UTC,
2023-03-10,1100 UTC,
2023-03-10,1200 UTC,1398.0
2023-03-10,1300 UTC,
2023-03-10,1400 UTC,
2023-03-10,1500 UTC,
2023-03-10,1600 UTC,
2023-03-10,1700 UTC,
2023-03-10,1800 UTC,2182.0
2023-03-10,1900 UTC,
2023-03-10,2000 UTC,
2023-03-10,2100 UTC,207.0
2023-03-11,0900 UTC,
2023-03-11,1000 UTC,
2023-03-11,1100 UTC,
2023-03-11,1200 UTC,1090.0
2023-03-11,1300 UTC,815.0
2023-03-11,1400 UTC,
2023-03-11,1500 UTC,
2023-03-11,1600 UTC,
2023-03-11,1700 UTC,
2023-03-11,1800 UTC,
2023-03-11,1900 UTC,
2023-03-11,2000 UTC,
2023-03-11,2100 UTC,
2023-03-12,0900 UTC,
2023-03-12,1000 UTC,
2023-03-12,1100 UTC,
2023-03-12,1200 UTC,
2023-03-12,1300 UTC,
2023-03-12,1400 UTC,
2023-03-12,1500 UTC,
2023-03-12,1600 UTC,
2023-03-12,1700 UTC,
2023-03-12,1800 UTC,1791.0
2023-03-12,1900 UTC,
2023-03-12,2000 UTC,680.0
2023-03-12,2100 UTC,
2023-03-13,0900 UTC,
2023-03-13,1000 UTC,
2023-03-13,1100 UTC,
2023-03-13,1200 UTC,
2023-03-13,1300 UTC,
2023-03-13,1400 UTC,
2023-03-13,1500 UTC,
2023-03-13,1600 UTC,
2023-03-13,1700 UTC,
2023-03-13,1800 UTC,
2023-03-13,1900 UTC,897.0
2023-03-13,2000 UTC,
2023-03-13,2100 UTC,
2023-03-14,0200 UTC,1.0
2023-03-14,0300 UTC,
2023-03-14,0400 UTC,
2023-03-14,0500 UTC,
2023-03-14,0600 UTC,
2023-03-14,0700 UTC,
2023-03-14,0800 UTC,
2023-03-14,0900 UTC,10.0
2023-03-14,1000 UTC,
2023-03-14,1100 UTC,
2023-03-14,1200 UTC,
2023-03-14,1300 UTC,
2023-03-14,1400 UTC,
2023-03-14,1500 UTC,
2023-03-14,1600 UTC,
2023-03-14,1700 UTC,
2023-03-14,1800 UTC,
2023-03-14,1900 UTC,
2023-03-14,2000 UTC,
2023-03-14,2100 UTC,
2023-03-14,2200 UTC,
2023-03-14,2300 UTC,
2023-03-15,0000 UTC,9.0
2023-03-15,0100 UTC,
2023-03-15,0200 UTC,
2023-03-15,0300 UTC,
2023-03-15,0400 UTC,
2023-03-15,0500 UTC,
2023-03-15,0600 UTC,
2023-03-15,0700 UTC,
2023-03-15,0800 UTC,
2023-03-15,0900 UTC,
2023-03-15,1000 UTC,
2023-03-15,1100 UTC,
2023-03-15,1200 UTC,
2023-03-15,1300 UTC,
2023-03-15,1400 UTC,
2023-03-15,1500 UTC,
2023-03-15,1600 UTC,
2023-03-15,1700 UTC,
2023-03-15,1800 UTC,
2023-03-15,1900 UTC,
2023-03-15,2000 UTC,
2023-03-15,2100 UTC,
2023-03-16,0800 UTC,
2023-03-16,0900 UTC,
2023-03-16,1000 UTC,192.0
2023-03-16,1100 UTC,569.0
2023-03-16,1200 UTC,
2023-03-16,1300 UTC,
2023-03-16,1400 UTC,
2023-03-16,1500 UTC,
2023-03-16,1600 UTC,
2023-03-16,1700 UTC,
2023-03-16,1800 UTC,
2023-03-16,1900 UTC,
2023-03-16,2000 UTC,
2023-03-16,2100 UTC,
2023-03-16,2200 UTC,
2023-03-16,2300 UTC,
2023-03-17,0000 UTC,
2023-03-17,0100 UTC,
2023-03-17,0200 UTC,
2023-03-17,0300 UTC,
2023-03-17,0400 UTC,12.0
2023-03-17,0500 UTC,
2023-03-17,0600 UTC,
2023-03-17,0700 UTC,
2023-03-17,0800 UTC,
2023-03-17,0900 UTC,
2023-03-17,1000 UTC,178.0
2023-03-17,1100 UTC,529.0
2023-03-17,1200 UTC,
2023-03-17,1300 UTC,
2023-03-17,1400 UTC,
2023-03-17,1500 UTC,
2023-03-17,1600 UTC,
2023-03-17,1700 UTC,
2023-03-17,1800 UTC,
2023-03-17,1900 UTC,
2023-03-17,2000 UTC,
2023-03-17,2100 UTC,
2023-03-17,2300 UTC,
2023-03-18,0000 UTC,
2023-03-18,0100 UTC,
2023-03-18,0200 UTC,
2023-03-18,0300 UTC,
2023-03-18,0600 UTC,
2023-03-18,0800 UTC,
2023-03-18,0900 UTC,
2023-03-18,1000 UTC,
2023-03-18,1100 UTC,
2023-03-18,1200 UTC,
2023-03-18,1300 UTC,
2023-03-18,1400 UTC,
2023-03-18,1500 UTC,
2023-03-18,1600 UTC,
2023-03-18,1700 UTC,922.0
2023-03-18,1800 UTC,
2023-03-18,1900 UTC,
2023-03-18,2100 UTC,
2023-03-19,0300 UTC,
2023-03-19,0400 UTC,
2023-03-19,0500 UTC,
2023-03-19,0600 UTC,
2023-03-19,0700 UTC,
2023-03-19,0800 UTC,
2023-03-19,0900 UTC,
2023-03-19,1000 UTC,
2023-03-19,1100 UTC,
2023-03-19,1200 UTC,
2023-03-19,1300 UTC,
2023-03-19,1400 UTC,
2023-03-19,1500 UTC,
2023-03-19,1600 UTC,1665.0
2023-03-19,1700 UTC,1791.0
2023-03-19,1800 UTC,
2023-03-19,1900 UTC,
2023-03-19,2000 UTC,
2023-03-19,2100 UTC,
2023-03-19,2300 UTC,
2023-03-20,0000 UTC,
2023-03-20,0100 UTC,
2023-03-20,0200 UTC,
2023-03-20,0300 UTC,
2023-03-20,0400 UTC,
2023-03-20,0500 UTC,
2023-03-20,0600 UTC,
2023-03-20,0700 UTC,
2023-03-20,0800 UTC,
2023-03-20,0900 UTC,
2023-03-20,1000 UTC,
2023-03-20,1100 UTC,
2023-03-20,1200 UTC,
2023-03-20,1300 UTC,
2023-03-20,1400 UTC,
2023-03-20,1500 UTC,
2023-03-20,1600 UTC,
2023-03-20,1700 UTC,
2023-03-20,1800 UTC,
2023-03-20,1900 UTC,
2023-03-20,2000 UTC,
2023-03-20,2100 UTC,39.0
2023-03-21,0900 UTC,
2023-03-21,1000 UTC,
2023-03-21,1100 UTC,
2023-03-21,1200 UTC,1635.0
2023-03-21,1300 UTC,
2023-03-21,1400 UTC,
2023-03-21,1500 UTC,
2023-03-21,1600 UTC,
2023-03-21,1700 UTC,
2023-03-21,1800 UTC,
2023-03-21,1900 UTC,
2023-03-21,2000 UTC,
2023-03-21,2100 UTC,
2023-03-22,0900 UTC,
2023-03-22,1000 UTC,
2023-03-22,1100 UTC,
2023-03-22,1200 UTC,1797.0
2023-03-22,1300 UTC,
2023-03-22,1400 UTC,
2023-03-22,1500 UTC,
2023-03-22,1600 UTC,
2023-03-22,1700 UTC,
2023-03-22,1800 UTC,
2023-03-22,1900 UTC,
2023-03-22,2000 UTC,
2023-03-22,2100 UTC,
2023-03-23,0200 UTC,
2023-03-23,0400 UTC,
2023-03-23,0500 UTC,
2023-03-23,0600 UTC,
2023-03-23,0800 UTC,
2023-03-23,0900 UTC,
2023-03-23,1000 UTC,
2023-03-23,1100 UTC,
2023-03-23,1200 UTC,
2023-03-23,1300 UTC,
2023-03-23,1400 UTC,
2023-03-23,1500 UTC,
2023-03-23,1600 UTC,
2023-03-23,1700 UTC,
2023-03-23,1800 UTC,
2023-03-23,1900 UTC,1425.0
2023-03-23,2000 UTC,839.0
2023-03-23,2100 UTC,
2023-03-24,0900 UTC,
2023-03-24,1000 UTC,
2023-03-24,1100 UTC,
2023-03-24,1200 UTC,
2023-03-24,1300 UTC,
2023-03-24,1400 UTC,
2023-03-24,1500 UTC,1683.0
2023-03-24,1600 UTC,2533.0
2023-03-24,1700 UTC,
2023-03-24,1800 UTC,
2023-03-24,1900 UTC,
2023-03-24,2000 UTC,
2023-03-24,2100 UTC,70.0
2023-03-25,0500 UTC,0.0
2023-03-25,0700 UTC,
2023-03-25,0800 UTC,
2023-03-25,0900 UTC,
2023-03-25,1000 UTC,
2023-03-25,1100 UTC,
2023-03-25,1200 UTC,
2023-03-25,1300 UTC,
2023-03-25,1400 UTC,
2023-03-25,1500 UTC,
2023-03-25,1600 UTC,
2023-03-25,1700 UTC,
2023-03-25,1800 UTC,
2023-03-25,1900 UTC,1352.0
2023-03-25,2000 UTC,
2023-03-25,2100 UTC,
2023-03-26,0500 UTC,0.0
2023-03-26,0600 UTC,1.0
2023-03-26,0700 UTC,
2023-03-26,0800 UTC,
2023-03-26,0900 UTC,
2023-03-26,1000 UTC,
2023-03-26,1100 UTC,
2023-03-26,1200 UTC,267.0
2023-03-26,1300 UTC,
2023-03-26,1400 UTC,
2023-03-26,1500 UTC,
2023-03-26,1600 UTC,
2023-03-26,1700 UTC,
2023-03-26,1800 UTC,
2023-03-26,1900 UTC,
2023-03-26,2000 UTC,
2023-03-26,2100 UTC,
2023-03-27,0100 UTC,
2023-03-27,0200 UTC,
2023-03-27,0300 UTC,
2023-03-27,0400 UTC,
2023-03-27,0500 UTC,
2023-03-27,0600 UTC,0.0
2023-03-27,0700 UTC,1.0
2023-03-27,0800 UTC,
2023-03-27,0900 UTC,
2023-03-27,1000 UTC,
2023-03-27,1100 UTC,
2023-03-27,1200 UTC,
2023-03-27,1300 UTC,
2023-03-27,1400 UTC,
2023-03-27,1500 UTC,
2023-03-27,1600 UTC,
2023-03-27,1700 UTC,1112.0
2023-03-27,1800 UTC,
2023-03-27,1900 UTC,
2023-03-27,2000 UTC,197.0
2023-03-27,2100 UTC,
2023-03-28,0500 UTC,
2023-03-28,0600 UTC,1.0
2023-03-28,0700 UTC,
2023-03-28,0800 UTC,
2023-03-28,0900 UTC,
2023-03-28,1000 UTC,
2023-03-28,1100 UTC,
2023-03-28,1200 UTC,
2023-03-28,1300 UTC,
2023-03-28,1400 UTC,
2023-03-28,1500 UTC,
2023-03-28,1600 UTC,
2023-03-28,1700 UTC,
2023-03-28,1800 UTC,
2023-03-28,1900 UTC,1187.0
2023-03-28,2000 UTC,
2023-03-28,2100 UTC,
2023-03-29,0400 UTC,
2023-03-29,0500 UTC,
2023-03-29,0600 UTC,
2023-03-29,0700 UTC,
2023-03-29,0800 UTC,
2023-03-29,0900 UTC,
2023-03-29,1000 UTC,38.0
2023-03-29,1100 UTC,
2023-03-29,1200 UTC,
2023-03-29,1300 UTC,
2023-03-29,1400 UTC,686.0
2023-03-29,1500 UTC,974.0
2023-03-29,1600 UTC,
2023-03-29,1700 UTC,
2023-03-29,1800 UTC,
2023-03-29,1900 UTC,
2023-03-29,2000 UTC,
2023-03-29,2100 UTC,
2023-03-30,0300 UTC,
2023-03-30,0400 UTC,
2023-03-30,0500 UTC,
2023-03-30,0600 UTC,
2023-03-30,0700 UTC,
2023-03-30,0800 UTC,
2023-03-30,0900 UTC,
2023-03-30,1000 UTC,
2023-03-30,1100 UTC,
2023-03-30,1200 UTC,
2023-03-30,1300 UTC,
2023-03-30,1400 UTC,1902.0
2023-03-30,1500 UTC,
2023-03-30,1600 UTC,
2023-03-30,1700 UTC,
2023-03-30,1800 UTC,
2023-03-30,1900 UTC,
2023-03-30,2000 UTC,
2023-03-30,2100 UTC,
2023-03-31,0200 UTC,
2023-03-31,0300 UTC,
2023-03-31,0400 UTC,5.0
2023-03-31,0500 UTC,
2023-03-31,0600 UTC,
2023-03-31,0700 UTC,
2023-03-31,0800 UTC,
2023-03-31,0900 UTC,
2023-03-31,1000 UTC,
2023-03-31,1100 UTC,
2023-03-31,1200 UTC,
2023-03-31,1300 UTC,
2023-03-31,1400 UTC,
2023-03-31,1500 UTC,
2023-03-31,1600 UTC,
2023-03-31,1700 UTC,
2023-03-31,1800 UTC,
2023-03-31,1900 UTC,
2023-03-31,2000 UTC,
2023-03-31,2100 UTC,
2023-04-01,0300 UTC,
2023-04-01,0400 UTC,
2023-04-01,0500 UTC,3.0
2023-04-01,0600 UTC,
2023-04-01,0700 UTC,6.0
2023-04-01,0800 UTC,
2023-04-01,0900 UTC,
2023-04-01,1000 UTC,
2023-04-01,1100 UTC,
2023-04-01,1200 UTC,
2023-04-01,1300 UTC,
2023-04-01,1400 UTC,
2023-04-01,1500 UTC,
2023-04-01,1600 UTC,
2023-04-01,1700 UTC,
2023-04-01,1800 UTC,
2023-04-01,1900 UTC,
2023-04-01,2000 UTC,
2023-04-01,2100 UTC,
2023-04-02,0800 UTC,
2023-04-02,0900 UTC,
2023-04-02,1000 UTC,
2023-04-02,1100 UTC,
2023-04-02,1200 UTC,
2023-04-02,1300 UTC,
2023-04-02,1400 UTC,
2023-04-02,1500 UTC,
2023-04-02,1600 UTC,
2023-04-02,1700 UTC,
2023-04-02,1800 UTC,
2023-04-02,1900 UTC,
2023-04-02,2000 UTC,
2023-04-02,2100 UTC,
2023-04-03,0700 UTC,
2023-04-03,0800 UTC,
2023-04-03,0900 UTC,
2023-04-03,1000 UTC,
2023-04-03,1100 UTC,
2023-04-03,1200 UTC,
2023-04-03,1300 UTC,
2023-04-03,1400 UTC,
2023-04-03,1500 UTC,
2023-04-03,1600 UTC,
2023-04-03,1700 UTC,
2023-04-03,1800 UTC,
2023-04-03,1900 UTC,409.0
2023-04-03,2000 UTC,
2023-04-03,2100 UTC,
2023-04-04,0400 UTC,0.0
2023-04-04,0500 UTC,
2023-04-04,0600 UTC,
2023-04-04,0700 UTC,
2023-04-04,0800 UTC,
2023-04-04,0900 UTC,
2023-04-04,1000 UTC,
2023-04-04,1100 UTC,639.0
2023-04-04,1200 UTC,
2023-04-04,1300 UTC,
2023-04-04,1400 UTC,
2023-04-04,1500 UTC,
2023-04-04,1600 UTC,
2023-04-04,1700 UTC,
2023-04-04,1800 UTC,784.0
2023-04-04,1900 UTC,
2023-04-04,2000 UTC,
2023-04-04,2100 UTC,30.0
2023-04-05,0700 UTC,1.0
2023-04-05,0800 UTC,
2023-04-05,0900 UTC,
2023-04-05,1000 UTC,175.0
2023-04-05,1100 UTC,
2023-04-05,1200 UTC,
2023-04-05,1300 UTC,
2023-04-05,1400 UTC,
2023-04-05,1500 UTC,
2023-04-05,1600 UTC,
2023-04-05,1700 UTC,
2023-04-05,1800 UTC,1278.0
2023-04-05,1900 UTC,
2023-04-05,2000 UTC,
2023-04-05,2100 UTC,
2023-04-06,0100 UTC,
2023-04-06,0200 UTC,
2023-04-06,0300 UTC,
2023-04-06,0400 UTC,6.0
2023-04-06,0500 UTC,
2023-04-06,0600 UTC,9.0
2023-04-06,0700 UTC,
2023-04-06,0800 UTC,
2023-04-06,0900 UTC,
2023-04-06,1000 UTC,
2023-04-06,1100 UTC,
2023-04-06,1200 UTC,
2023-04-06,1300 UTC,
2023-04-06,1400 UTC,
2023-04-06,1500 UTC,
2023-04-06,1600 UTC,
2023-04-06,1700 UTC,1454.0
2023-04-06,1800 UTC,
2023-04-06,1900 UTC,
2023-04-06,2000 UTC,
2023-04-06,2100 UTC,
2023-04-07,0600 UTC,
2023-04-07,0700 UTC,
2023-04-07,0800 UTC,
2023-04-07,0900 UTC,
2023-04-07,1000 UTC,
2023-04-07,1100 UTC,
2023-04-07,1200 UTC,567.0
2023-04-07,1300 UTC,
2023-04-07,1400 UTC,
2023-04-07,1500 UTC,
2023-04-07,1600 UTC,
2023-04-07,1700 UTC,
2023-04-07,1800 UTC,
2023-04-07,1900 UTC,
2023-04-07,2000 UTC,
2023-04-07,2100 UTC,
2023-04-08,0200 UTC,
2023-04-08,0300 UTC,
2023-04-08,0400 UTC,
2023-04-08,0500 UTC,
2023-04-08,0600 UTC,
2023-04-08,0700 UTC,20.0
2023-04-08,0800 UTC,
2023-04-08,0900 UTC,32.0
2023-04-08,1000 UTC,
2023-04-08,1100 UTC,
2023-04-08,1200 UTC,
2023-04-08,1300 UTC,
2023-04-08,1400 UTC,
2023-04-08,1500 UTC,
2023-04-08,1600 UTC,
2023-04-08,1700 UTC,
2023-04-08,1800 UTC,
2023-04-08,1900 UTC,
2023-04-08,2000 UTC,
2023-04-08,2100 UTC,
2023-04-09,0000 UTC,
2023-04-09,0100 UTC,1.0
2023-04-09,0200 UTC,
2023-04-09,0300 UTC,
2023-04-09,0400 UTC,
2023-04-09,0500 UTC,
2023-04-09,0600 UTC,
2023-04-09,0700 UTC,9.0
2023-04-09,0800 UTC,
2023-04-09,0900 UTC,7.0
2023-04-09,1000 UTC,
2023-04-09,1100 UTC,
2023-04-09,1200 UTC,
2023-04-09,1400 UTC,
2023-04-09,1500 UTC,
2023-04-09,1600 UTC,
2023-04-09,1700 UTC,
2023-04-09,1800 UTC,
2023-04-09,1900 UTC,
2023-04-09,2000 UTC,
2023-04-09,2100 UTC,
2023-04-09,2200 UTC,0.0
2023-04-10,0000 UTC,2.0
2023-04-10,0100 UTC,1.0
2023-04-10,0200 UTC,2.0
2023-04-10,0300 UTC,
2023-04-10,0500 UTC,
2023-04-10,0600 UTC,
2023-04-10,0700 UTC,
2023-04-10,0800 UTC,17.0
2023-04-10,0900 UTC,
2023-04-10,1000 UTC,
2023-04-10,1100 UTC,
2023-04-10,1200 UTC,
2023-04-10,1300 UTC,
2023-04-10,1400 UTC,
2023-04-10,1500 UTC,
2023-04-10,1600 UTC,1726.0
2023-04-10,1700 UTC,
2023-04-10,1800 UTC,
2023-04-10,1900 UTC,
2023-04-10,2000 UTC,
2023-04-10,2100 UTC,
2023-04-11,0200 UTC,2.0
2023-04-11,0300 UTC,
2023-04-11,0400 UTC,
2023-04-11,0500 UTC,1.0
2023-04-11,0600 UTC,
2023-04-11,0700 UTC,3.0
2023-04-11,0800 UTC,
2023-04-11,0900 UTC,
2023-04-11,1100 UTC,
2023-04-11,1200 UTC,
2023-04-11,1300 UTC,
2023-04-11,1400 UTC,
2023-04-11,1500 UTC,
2023-04-11,1600 UTC,
2023-04-11,1700 UTC,1673.0
2023-04-11,1800 UTC,
2023-04-11,1900 UTC,
2023-04-11,2000 UTC,
2023-04-11,2100 UTC,
2023-04-12,0300 UTC,2.0
2023-04-12,0400 UTC,
2023-04-12,0500 UTC,
2023-04-12,0600 UTC,
2023-04-12,0700 UTC,
2023-04-12,0800 UTC,
2023-04-12,0900 UTC,
2023-04-12,1000 UTC,
2023-04-12,1100 UTC,1151.0
2023-04-12,1300 UTC,
2023-04-12,1400 UTC,
2023-04-12,1500 UTC,
2023-04-12,1600 UTC,
2023-04-12,1700 UTC,2393.0
2023-04-12,1800 UTC,
2023-04-12,1900 UTC,
2023-04-12,2000 UTC,
2023-04-12,2100 UTC,
2023-04-13,0600 UTC,
2023-04-13,0700 UTC,
2023-04-13,0900 UTC,
2023-04-13,1000 UTC,
2023-04-13,1100 UTC,
2023-04-13,1200 UTC,
2023-04-13,1300 UTC,
2023-04-13,1400 UTC,
2023-04-13,1500 UTC,
2023-04-13,1600 UTC,
2023-04-13,1700 UTC,
2023-04-13,1800 UTC,
2023-04-13,1900 UTC,772.0
2023-04-13,2000 UTC,
2023-04-13,2100 UTC,
2023-04-14,0900 UTC,
2023-04-14,1000 UTC,
2023-04-14,1200 UTC,
2023-04-14,1300 UTC,
2023-04-14,1400 UTC,
2023-04-14,1500 UTC,999.0
2023-04-14,1600 UTC,
2023-04-14,1700 UTC,
2023-04-14,1800 UTC,
2023-04-14,1900 UTC,
2023-04-14,2000 UTC,
2023-04-14,2100 UTC,
2023-04-15,0900 UTC,
2023-04-15,1000 UTC,
2023-04-15,1100 UTC,
2023-04-15,1200 UTC,
2023-04-15,1300 UTC,
2023-04-15,1400 UTC,1939.0
2023-04-15,1500 UTC,
2023-04-15,1600 UTC,
2023-04-15,1700 UTC,
2023-04-15,1800 UTC,
2023-04-15,1900 UTC,506.0
2023-04-15,2000 UTC,
2023-04-15,2100 UTC,
2023-04-16,0900 UTC,
2023-04-16,1000 UTC,
2023-04-16,1100 UTC,
2023-04-16,1200 UTC,921.0
2023-04-16,1300 UTC,
2023-04-16,1400 UTC,2329.0
2023-04-16,1500 UTC,
2023-04-16,1600 UTC,
2023-04-16,1700 UTC,
2023-04-16,1800 UTC,
2023-04-16,1900 UTC,
2023-04-16,2000 UTC,
2023-04-16,2100 UTC,
2023-04-17,0100 UTC,
2023-04-17,0300 UTC,
2023-04-17,0500 UTC,
2023-04-17,0600 UTC,
2023-04-17,0900 UTC,
2023-04-17,1000 UTC,187.0
2023-04-17,1100 UTC,
2023-04-17,1200 UTC,
2023-04-17,1300 UTC,
2023-04-17,1400 UTC,
2023-04-17,1500 UTC,
2023-04-17,1600 UTC,
2023-04-17,1700 UTC,2126.0
2023-04-17,1800 UTC,
2023-04-17,1900 UTC,
2023-04-17,2000 UTC,
2023-04-17,2100 UTC,
2023-04-18,0600 UTC,
2023-04-18,0700 UTC,
2023-04-18,0800 UTC,
2023-04-18,0900 UTC,
2023-04-18,1000 UTC,
2023-04-18,1100 UTC,
2023-04-18,1200 UTC,
2023-04-18,1300 UTC,
2023-04-18,1400 UTC,
2023-04-18,1500 UTC,
2023-04-18,1600 UTC,
2023-04-18,1700 UTC,
2023-04-18,1800 UTC,
2023-04-18,1900 UTC,
2023-04-18,2000 UTC,
2023-04-18,2100 UTC,
2023-04-19,0500 UTC,
2023-04-19,0600 UTC,
2023-04-19,0700 UTC,
2023-04-19,0800 UTC,
2023-04-19,0900 UTC,
2023-04-19,1000 UTC,
2023-04-19,1100 UTC,
2023-04-19,1200 UTC,
2023-04-19,1300 UTC,
2023-04-19,1400 UTC,
2023-04-19,1500 UTC,
2023-04-19,1600 UTC,
2023-04-19,1700 UTC,
2023-04-19,1800 UTC,
2023-04-19,1900 UTC,
2023-04-19,2000 UTC,
2023-04-19,2100 UTC,
2023-04-20,0700 UTC,
2023-04-20,0800 UTC,0.0
2023-04-20,0900 UTC,
2023-04-20,1000 UTC,
2023-04-20,1100 UTC,
2023-04-20,1200 UTC,
2023-04-20,1300 UTC,
2023-04-20,1400 UTC,
2023-04-20,1500 UTC,
2023-04-20,1600 UTC,
2023-04-20,1700 UTC,
2023-04-20,1800 UTC,
2023-04-20,1900 UTC,
2023-04-20,2000 UTC,
2023-04-20,2100 UTC,
2023-04-21,0900 UTC,
2023-04-21,1000 UTC,
2023-04-21,1100 UTC,
2023-04-21,1200 UTC,
2023-04-21,1300 UTC,
2023-04-21,1400 UTC,
2023-04-21,1500 UTC,
2023-04-21,1600 UTC,2395.0
2023-04-21,1700 UTC,
2023-04-21,1800 UTC,
2023-04-21,1900 UTC,
2023-04-21,2000 UTC,
2023-04-21,2100 UTC,
2023-04-22,0900 UTC,
2023-04-22,1000 UTC,
2023-04-22,1100 UTC,
2023-04-22,1200 UTC,
2023-04-22,1300 UTC,
2023-04-22,1400 UTC,
2023-04-22,1500 UTC,
2023-04-22,1600 UTC,
2023-04-22,1700 UTC,
2023-04-22,1800 UTC,
2023-04-22,1900 UTC,
2023-04-22,2000 UTC,
2023-04-22,2100 UTC,
2023-04-23,0900 UTC,
2023-04-23,1000 UTC,455.0
2023-04-23,1100 UTC,
2023-04-23,1200 UTC,
2023-04-23,1300 UTC,
2023-04-23,1400 UTC,
2023-04-23,1500 UTC,1495.0
2023-04-23,1600 UTC,
2023-04-23,1700 UTC,1832.0
2023-04-23,1800 UTC,
2023-04-23,1900 UTC,
2023-04-23,2000 UTC,
2023-04-23,2100 UTC,
2023-04-24,0900 UTC,
2023-04-24,1000 UTC,
2023-04-24,1100 UTC,
2023-04-24,1200 UTC,
2023-04-24,1300 UTC,
2023-04-24,1400 UTC,
2023-04-24,1500 UTC,
2023-04-24,1600 UTC,
2023-04-24,1700 UTC,
2023-04-24,1800 UTC,
2023-04-24,1900 UTC,
2023-04-24,2000 UTC,
2023-04-24,2100 UTC,45.0
2023-04-25,0900 UTC,
2023-04-25,1000 UTC,
2023-04-25,1100 UTC,
2023-04-25,1200 UTC,1540.0
2023-04-25,1300 UTC,
2023-04-25,1400 UTC,
2023-04-25,1600 UTC,
2023-04-25,1700 UTC,
2023-04-25,1800 UTC,
2023-04-25,1900 UTC,
2023-04-25,2000 UTC,688.0
2023-04-25,2100 UTC,
2023-04-26,0900 UTC,
2023-04-26,1000 UTC,
2023-04-26,1100 UTC,
2023-04-26,1200 UTC,
2023-04-26,1300 UTC,
2023-04-26,1400 UTC,
2023-04-26,1500 UTC,
2023-04-26,1600 UTC,
2023-04-26,1700 UTC,
2023-04-26,1800 UTC,
2023-04-26,1900 UTC,
2023-04-26,2000 UTC,
2023-04-26,2100 UTC,
2023-04-27,0300 UTC,
2023-04-27,0400 UTC,
2023-04-27,1000 UTC,
2023-04-27,1100 UTC,
2023-04-27,1200 UTC,
2023-04-27,1300 UTC,
2023-04-27,1400 UTC,
2023-04-27,1500 UTC,242.0
2023-04-27,1600 UTC,368.0
2023-04-27,1700 UTC,1046.0
